episode,reward,collisions,completion,steps
1,-0.20000000949949026,0,0,200
2,-0.20000000949949026,0,0,200
3,-2.1999999369727448,3,0,200
4,-0.20000000949949026,0,0,200
5,-0.20000000949949026,0,0,200
6,-0.20000000949949026,0,0,200
7,-2.1999999369727448,5,0,200
8,-0.20000000949949026,0,0,200
9,-0.20000000949949026,0,0,200
10,-0.20000000949949026,0,0,200
11,-2.1999999369727448,12,0,200
12,-0.20000000949949026,0,0,200
13,-0.20000000949949026,0,0,200
14,-0.20000000949949026,0,0,200
15,-2.1999999369727448,3,0,200
16,-0.20000000949949026,0,0,200
17,-0.20000000949949026,0,0,200
18,-0.20000000949949026,0,0,200
19,-2.1999999369727448,4,0,200
20,-2.1999999369727448,3,0,200
21,-0.20000000949949026,0,0,200
22,-0.20000000949949026,0,0,200
23,-0.20000000949949026,0,0,200
24,-2.1999999369727448,6,0,200
25,-0.20000000949949026,0,0,200
26,-0.20000000949949026,0,0,200
27,-0.20000000949949026,0,0,200
28,-0.20000000949949026,0,0,200
29,-0.20000000949949026,0,0,200
30,-0.20000000949949026,0,0,200
31,-0.20000000949949026,0,0,200
32,-0.20000000949949026,0,0,200
33,-0.20000000949949026,0,0,200
34,-0.20000000949949026,0,0,200
35,-0.20000000949949026,0,0,200
36,-0.20000000949949026,0,0,200
37,-0.20000000949949026,0,0,200
38,-0.20000000949949026,0,0,200
39,-0.20000000949949026,0,0,200
40,-0.20000000949949026,0,0,200
41,-0.20000000949949026,0,0,200
42,-0.20000000949949026,0,0,200
43,-0.20000000949949026,0,0,200
44,-0.20000000949949026,0,0,200
45,-0.20000000949949026,0,0,200
46,-0.20000000949949026,0,0,200
47,-2.1999999369727448,5,0,200
48,-0.20000000949949026,0,0,200
49,-0.20000000949949026,0,0,200
50,-2.1999999369727448,3,0,200
51,-2.1999999369727448,2,0,200
52,-0.20000000949949026,0,0,200
53,-0.20000000949949026,0,0,200
54,-0.20000000949949026,0,0,200
55,-0.20000000949949026,0,0,200
56,-0.20000000949949026,0,0,200
57,-0.20000000949949026,0,0,200
58,-0.20000000949949026,0,0,200
59,-0.20000000949949026,0,0,200
60,-0.20000000949949026,0,0,200
61,-0.20000000949949026,0,0,200
62,-0.20000000949949026,0,0,200
63,-2.1999999369727448,4,0,200
64,-0.20000000949949026,0,0,200
65,-2.1999999369727448,3,0,200
66,-0.20000000949949026,0,0,200
67,-2.1999999369727448,4,0,200
68,-0.20000000949949026,0,0,200
69,-0.20000000949949026,0,0,200
70,-0.20000000949949026,0,0,200
71,-0.20000000949949026,0,0,200
72,-0.20000000949949026,0,0,200
73,-0.20000000949949026,0,0,200
74,-0.20000000949949026,0,0,200
75,-0.20000000949949026,0,0,200
76,-0.20000000949949026,0,0,200
77,-0.20000000949949026,0,0,200
78,-0.20000000949949026,0,0,200
79,-0.20000000949949026,0,0,200
80,-0.20000000949949026,0,0,200
81,-0.20000000949949026,0,0,200
82,-0.20000000949949026,0,0,200
83,-0.20000000949949026,0,0,200
84,-2.1999999369727448,9,0,200
85,-0.20000000949949026,0,0,200
86,-0.20000000949949026,0,0,200
87,-0.20000000949949026,0,0,200
88,-0.20000000949949026,0,0,200
89,-0.20000000949949026,0,0,200
90,-0.20000000949949026,0,0,200
91,-0.20000000949949026,0,0,200
92,-2.1999999369727448,1,0,200
93,-0.20000000949949026,0,0,200
94,-0.20000000949949026,0,0,200
95,-0.20000000949949026,0,0,200
96,-0.20000000949949026,0,0,200
97,-0.20000000949949026,0,0,200
98,-0.20000000949949026,0,0,200
99,-0.20000000949949026,0,0,200
100,-0.20000000949949026,0,0,200
101,-0.20000000949949026,0,0,200
102,-0.20000000949949026,0,0,200
103,-0.20000000949949026,0,0,200
104,-0.20000000949949026,0,0,200
105,-0.20000000949949026,0,0,200
106,-2.1999999369727448,5,0,200
107,-0.20000000949949026,0,0,200
108,-2.1999999369727448,3,0,200
109,-0.20000000949949026,0,0,200
110,-0.20000000949949026,0,0,200
111,-2.1999999369727448,6,0,200
112,-0.20000000949949026,0,0,200
113,-0.20000000949949026,0,0,200
114,-0.20000000949949026,0,0,200
115,-0.20000000949949026,0,0,200
116,-0.20000000949949026,0,0,200
117,-2.1999999369727448,3,0,200
118,-2.1999999369727448,14,0,200
119,-0.20000000949949026,0,0,200
120,-0.20000000949949026,0,0,200
121,-0.20000000949949026,0,0,200
122,-0.20000000949949026,0,0,200
123,-0.20000000949949026,0,0,200
124,-0.20000000949949026,0,0,200
125,-0.20000000949949026,0,0,200
126,-0.20000000949949026,0,0,200
127,-0.20000000949949026,0,0,200
128,-0.20000000949949026,0,0,200
129,-0.20000000949949026,0,0,200
130,-0.20000000949949026,0,0,200
131,-0.20000000949949026,0,0,200
132,-0.20000000949949026,0,0,200
133,-0.20000000949949026,0,0,200
134,-0.20000000949949026,0,0,200
135,-0.20000000949949026,0,0,200
136,-0.20000000949949026,0,0,200
137,-0.20000000949949026,0,0,200
138,-0.20000000949949026,0,0,200
139,-0.20000000949949026,0,0,200
140,-0.20000000949949026,0,0,200
141,-0.20000000949949026,0,0,200
142,-0.20000000949949026,0,0,200
143,-0.20000000949949026,0,0,200
144,-0.20000000949949026,0,0,200
145,-0.20000000949949026,0,0,200
146,-0.20000000949949026,0,0,200
147,-0.20000000949949026,0,0,200
148,-0.20000000949949026,0,0,200
149,-0.20000000949949026,0,0,200
150,-0.20000000949949026,0,0,200
151,-0.20000000949949026,0,0,200
152,-0.20000000949949026,0,0,200
153,-0.20000000949949026,0,0,200
