episode,reward,collisions,completion,steps
1,35.32515606842935,0,1,22
2,40.967400910216384,0,0,200
3,23.1160345710814,0,1,5
4,14.841235959087498,0,0,200
5,21.999000549316406,0,1,1
6,18.908577844893443,0,0,200
7,21.011489868164062,0,1,1
8,38.36309671786148,0,0,200
9,22.254965456202626,0,1,9
10,10.06543122381845,0,0,200
11,17.815528365434147,0,0,200
12,61.90386059046432,0,1,72
13,21.05990243330598,0,1,3
14,12.97116857439687,0,0,200
15,1.8000000163447112,0,0,200
16,-0.09923251684085699,0,0,200
17,13.095737246214412,0,0,200
18,0.32199989158834796,0,0,200
19,21.179209072259255,0,1,11
20,14.992889485904016,0,0,200
21,1.8098486110102385,0,0,200
22,0.05972177512012422,0,0,200
23,17.440897078711714,0,0,200
24,24.300064267765265,0,1,11
25,13.919481406512205,0,0,200
26,19.0824713560869,0,0,200
27,6.927724399836734,0,0,200
28,25.711178918369114,0,0,200
29,31.976769958157092,1,0,200
30,-0.06563227594597265,0,0,200
31,34.65341962367529,0,0,200
32,20.999000549316406,0,1,1
33,25.68501827916043,0,0,200
34,17.045442811897374,0,0,200
35,14.858540409361012,0,0,200
36,19.302942662430723,0,0,200
37,20.99932861328125,0,1,1
38,22.048503756523132,0,1,2
39,-3.9605670077253308,4,0,200
40,29.332651495933533,0,1,9
41,24.479222947731614,0,1,12
42,34.032593310577795,0,0,200
43,-0.19198753603268415,0,0,200
44,16.413502972980496,0,0,200
45,42.92757048911881,0,0,200
46,10.036713051806146,0,0,200
47,48.42051703953621,2,0,200
48,25.050323128700256,0,1,5
49,21.999000549316406,0,1,1
50,15.967714345017157,0,0,200
51,21.999000549316406,0,1,1
52,37.91016214352567,0,0,200
53,27.649001993471757,0,1,19
54,-0.15131949570786674,0,0,200
55,67.1721880264231,0,0,200
56,31.168625401332974,0,1,12
57,62.89902626274852,0,0,200
58,13.855799596058205,0,0,200
59,21.999177932739258,0,1,1
60,36.375171264633536,0,1,19
61,21.295644709898625,0,0,200
62,20.999000549316406,0,1,1
63,-3.1110658281832,3,0,200
64,22.743728598812595,0,1,24
65,5.800000068033114,0,0,200
66,21.935198808074347,0,0,200
67,21.999000549316406,0,1,1
68,20.999000549316406,0,1,1
69,62.12384066345112,0,0,200
70,34.139237105846405,0,1,14
71,22.007404327392578,0,1,1
72,21.000835418701172,0,1,1
73,29.138500332832336,0,1,9
74,58.41959510486049,0,0,200
75,30.48555265937466,0,1,13
76,37.10722999833524,0,1,20
77,23.490889013395645,0,1,20
78,17.558456627302803,0,0,200
79,15.2376631385996,0,0,200
80,11.847278281114995,0,0,200
81,22.833998450019863,0,0,200
82,38.660932634200435,0,1,20
