episode,reward,collisions,completion,steps
1,20.999000549316406,0,1,1
2,21.23958268761635,0,1,8
3,20.999351501464844,0,1,1
4,-0.02043517684796825,0,0,200
5,-0.08066167670767754,0,0,200
6,21.00554084777832,0,1,1
7,0.1114091722338344,0,0,200
8,21.74288985511521,0,1,55
9,-0.1781352373654954,0,0,200
10,20.999000549316406,0,1,1
11,0.6316180764697492,0,0,200
12,-0.20000000949949026,0,0,200
13,0.585929554887116,0,0,200
14,21.024402618408203,0,1,1
15,21.41947832517326,0,1,13
16,-0.007391711944364943,0,0,200
17,20.999000549316406,0,1,1
18,20.99913787841797,0,1,1
19,0.6711671785888029,0,0,200
20,0.039876980474218726,0,0,200
21,20.999000549316406,0,1,1
22,21.76807831786573,0,1,35
23,28.580945850058924,0,1,171
24,0.3694047167664394,0,0,200
25,21.200409218668938,0,1,7
26,1.1136800720123574,0,0,200
27,6.594208482594695,0,0,200
28,2.118382532382384,0,0,200
29,0.6142396045615897,0,0,200
30,21.06547686830163,0,1,3
31,-0.04342313589586411,0,0,200
32,1.9511288929352304,0,0,200
33,25.28855783693507,0,1,190
34,9.997037973531405,0,0,200
35,21.38350726175122,0,1,15
36,6.794942086144147,0,0,200
37,21.311908625997603,0,1,18
38,23.06243651296245,0,1,93
39,3.656847045349423,0,0,200
40,13.15262828078994,0,0,200
41,21.65647367548081,0,1,36
42,21.01808738708496,0,1,1
43,21.671505835372955,0,1,27
44,21.54584447538946,0,1,22
45,1.7717691105790436,0,0,200
46,21.598193705489393,0,1,15
47,21.026065826416016,0,1,1
48,21.175758564844728,0,1,4
49,21.960319504374638,0,1,15
50,9.92222086462425,0,0,200
51,4.658971432596445,0,0,200
52,20.999000549316406,0,1,1
53,20.999000549316406,0,1,1
54,23.86879262153525,0,1,80
55,23.170814907818567,0,1,132
56,6.494165392701689,0,0,200
57,25.058070032508112,0,1,125
58,22.326689513982274,0,1,107
59,21.516934068851697,0,1,32
60,20.999000549316406,0,1,1
61,23.7268421096378,0,1,115
62,21.16615365445614,0,1,7
63,7.206780617532786,0,0,200
64,21.126151614589617,0,1,11
65,22.182635012897663,0,1,43
66,21.62370372924488,0,1,28
67,21.022842407226562,0,1,1
68,21.01570701599121,0,1,1
69,8.728272549633402,0,0,200
70,21.7500303927809,0,1,10
71,21.005107879638672,0,1,1
72,6.329341135486175,0,0,200
73,21.398188665509224,0,1,10
74,20.999000549316406,0,1,1
75,21.074676917865872,0,1,2
76,21.691051507135853,0,1,37
77,5.063994432086474,0,0,200
78,21.019290924072266,0,1,1
79,21.849948110524565,0,1,44
80,22.694176991921267,0,1,102
81,8.5127129846951,0,0,200
82,20.999000549316406,0,1,1
83,21.080445582047105,0,1,6
84,20.999000549316406,0,1,1
85,20.999000549316406,0,1,1
86,21.52692554332316,0,1,13
87,21.036401748657227,0,1,1
88,22.42187382047996,0,1,31
89,3.454765634611249,0,0,200
90,21.593956006807275,0,1,14
91,22.75230669985467,0,1,66
92,21.79359110072255,0,1,14
93,21.233025767141953,0,1,12
94,21.50431758654304,0,1,19
95,21.30059009231627,0,1,11
96,3.640246150593157,0,0,200
97,26.932577680621762,0,1,130
98,21.283090470111347,0,1,20
99,21.129604825749993,0,1,5
100,21.02760124206543,0,1,1
101,22.343736439288477,0,1,78
102,29.617331350629684,0,1,199
103,21.82599969767034,0,1,12
104,22.195856946564163,0,1,78
105,21.44104557769606,0,1,15
106,21.195152485743165,0,1,4
107,23.32283312868094,0,1,79
108,21.267473872983828,0,1,6
109,22.765523237118032,0,1,42
110,3.7700971485464834,0,0,200
111,21.718386858701706,0,1,18
112,21.888517582789063,0,1,17
113,23.428647169886972,0,1,68
114,21.016033172607422,0,1,1
115,22.343681506754365,0,1,79
116,21.451364612323232,0,1,13
117,23.993309266108554,0,1,113
118,23.07324817450717,0,1,104
119,21.523103328421712,0,1,32
120,20.999000549316406,0,1,1
121,21.007688522338867,0,1,1
122,23.710530363896396,0,1,80
123,21.322198888563435,0,1,9
124,23.58924746622506,0,1,68
125,22.387230337481014,0,1,89
126,21.59439190494595,0,1,23
127,21.916321544951643,0,1,49
128,21.88737622462213,0,1,16
129,22.231584515073337,0,1,54
130,22.39487207593629,0,1,37
131,21.00653076171875,0,1,1
132,21.557315850805026,0,1,13
133,21.78667239227798,0,1,40
134,22.152408711088356,0,1,71
135,23.030222900793888,0,1,89
136,21.887326216325164,0,1,11
137,21.49822737101931,0,1,9
138,21.016077041625977,0,1,1
139,21.37988928059349,0,1,22
140,21.38210393488407,0,1,9
141,21.8592610755004,0,1,26
142,21.003149032592773,0,1,1
143,22.24500993474794,0,1,63
144,20.999000549316406,0,1,1
145,21.49852555192774,0,1,25
146,21.003551483154297,0,1,1
