episode,reward,collisions,completion,steps
1,-1.567826957325451,1,0,200
2,5.806745192967355,0,0,200
3,2.237326927317554,0,0,200
4,-2.0517075961106457,3,0,200
5,10.338657231339312,21,0,200
6,-2.1999999369727448,1,0,200
7,-0.152049264012021,0,0,200
8,-0.13827872328693047,0,0,200
9,9.850683627359103,11,0,200
10,0.7068719127855729,0,0,200
11,-2.173553633852862,7,0,200
12,-0.12914272173748031,0,0,200
13,-1.8859852610366943,1,0,200
14,1.5556077187793562,0,0,200
15,-1.6833759506989736,5,0,200
16,-1.8584744863037486,14,0,200
17,1.878760005638469,0,0,200
18,-0.17758325871545821,0,0,200
19,-2.0677501036552712,9,0,200
20,-1.0907601503422484,7,0,200
21,-1.536942958162399,4,0,200
22,5.72073757063481,0,0,200
23,1.388086918172121,0,0,200
24,-1.7313033598475158,4,0,200
25,-2.1877716564340517,2,0,200
26,-0.3135353454381402,14,0,200
27,0.15981396101415157,0,0,200
28,-1.8733626097091474,3,0,200
29,-2.189332135778386,3,0,200
30,0.38141643977724016,0,0,200
31,-0.13158011523773894,0,0,200
32,4.725916829134803,0,0,200
33,8.38929635862587,3,0,200
34,8.169795933614296,0,0,200
35,0.06808521393395495,8,0,200
36,-1.4233673831331544,7,0,200
37,1.8035712178098038,5,0,200
38,0.6766433202428743,0,0,200
39,8.139164964086376,0,0,200
40,-1.8922068129759282,6,0,200
41,-1.8974970462732017,5,0,200
42,0.26631051814183593,0,0,200
43,-2.079256186960265,4,0,200
44,-0.14760957361431792,0,0,200
45,3.5953965535663883,6,0,200
46,1.096851940266788,11,0,200
47,6.92505725560477,0,0,200
48,3.8014644687937107,0,0,200
49,0.5167994004441425,0,0,200
50,6.899634777917527,0,0,200
51,-1.8043756513507105,5,0,200
52,-0.20000000949949026,0,0,200
53,-1.9982468555681407,6,0,200
54,3.2106539766537026,0,0,200
55,-2.0933542522252537,2,0,200
56,-0.20000000949949026,0,0,200
57,-2.1348488212097436,4,0,200
58,-0.19678666343679652,0,0,200
59,-2.1999999369727448,5,0,200
60,-0.034945051243994385,0,0,200
61,-2.1811394368996844,14,0,200
62,-0.20000000949949026,0,0,200
63,3.801267341346829,0,0,200
64,-0.20000000949949026,0,0,200
65,3.1606480683640257,0,0,200
66,-1.3439669769140892,5,0,200
67,-0.1732687167241238,0,0,200
68,4.1053491336642765,5,0,200
69,0.4059431677451357,0,0,200
70,0.09141885935969185,0,0,200
71,-2.026336637674831,5,0,200
72,-1.9318186523287295,1,0,200
73,-2.1999999369727448,3,0,200
74,0.04011672725027893,0,0,200
75,-1.5424548847950064,4,0,200
76,-2.197739907569485,6,0,200
77,1.9662488739850232,1,0,200
78,-1.9330351785756648,1,0,200
79,-0.20000000949949026,0,0,200
80,-2.1796132707968354,4,0,200
81,2.8109769886359572,5,0,200
82,-0.17703020724002272,0,0,200
83,-2.1852654500398785,3,0,200
84,-0.16675772395683452,0,0,200
85,-2.183892456581816,4,0,200
86,-0.20000000949949026,0,0,200
87,1.9711376714985818,0,0,200
88,3.0730008139507845,0,0,200
89,0.015679277887102216,0,0,200
90,-2.0492321100318804,5,0,200
91,-0.1879674110095948,0,0,200
92,5.968871533375932,3,0,200
93,-0.20000000949949026,0,0,200
94,-0.19936291527119465,0,0,200
95,-2.1552573712542653,8,0,200
96,-1.9829159835353494,3,0,200
97,0.3394792328472249,0,0,200
98,-2.123293150041718,3,0,200
99,-0.19919479043164756,0,0,200
100,-1.4232170468894765,2,0,200
101,-0.20000000949949026,0,0,200
102,-0.18376422084656951,0,0,200
103,-2.0657294958946295,1,0,200
104,8.839280585641973,17,0,200
105,-0.006695356452837586,0,0,200
106,-1.7582373501500115,21,0,200
107,-2.109965194380493,4,0,200
108,-0.1686745302285999,0,0,200
109,-2.140691267908551,7,0,200
110,-1.7739592386205913,2,0,200
111,3.4013881920836866,0,0,200
112,-2.1999999369727448,4,0,200
113,1.5247886043507606,3,0,200
114,-0.20000000949949026,0,0,200
115,2.5439838549355045,5,0,200
116,-0.1990360433992464,0,0,200
117,-2.1999999369727448,5,0,200
118,-2.1500674172420986,11,0,200
119,-0.19240474831894971,0,0,200
120,-2.1665433919115458,4,0,200
121,-0.20000000949949026,0,0,200
122,0.8645534081151709,0,0,200
123,-0.18611659764428623,0,0,200
124,-2.1999999369727448,3,0,200
125,3.65171715116594,0,0,200
126,-0.10197894833981991,0,0,200
127,-2.0354431758169085,6,0,200
128,0.20843940775375813,0,0,200
129,-0.20000000949949026,0,0,200
130,-0.19980722817126662,0,0,200
131,-1.8523396220989525,5,0,200
132,9.800000119721517,0,0,200
133,-2.1999999369727448,9,0,200
134,-0.18824555625178618,0,0,200
135,-1.9576238280860707,3,0,200
136,-0.05860432096233126,0,0,200
137,-0.20000000949949026,0,0,200
138,-0.14774471620330587,0,0,200
139,-0.20000000949949026,0,0,200
140,-2.151922948731226,2,0,200
141,0.513504683971405,0,0,200
142,-0.20000000949949026,0,0,200
143,4.99278603552375,0,0,200
144,-0.12742797622922808,0,0,200
145,4.051322403247468,0,0,200
146,-2.1999999369727448,3,0,200
147,0.10420212004100904,0,0,200
148,0.006538945832289755,0,0,200
149,6.727897268370725,0,0,200
150,1.8394266023533419,0,0,200
151,-0.20000000949949026,0,0,200
152,-2.1873520693625323,10,0,200
153,-0.16303515507024713,0,0,200
