episode,reward,collisions,completion,steps
1,35.32515606842935,0,1,22
2,40.967400910216384,0,0,200
3,23.1160345710814,0,1,5
4,14.841235959087498,0,0,200
5,21.999000549316406,0,1,1
6,18.908577844893443,0,0,200
7,21.011489868164062,0,1,1
8,38.36309671786148,0,0,200
9,22.254965456202626,0,1,9
10,10.06543122381845,0,0,200
11,17.815528365434147,0,0,200
12,61.90386059046432,0,1,72
13,21.05990243330598,0,1,3
14,12.97116857439687,0,0,200
15,1.8000000163447112,0,0,200
16,-0.09923251684085699,0,0,200
17,13.095737246214412,0,0,200
18,0.32199989158834796,0,0,200
19,21.179209072259255,0,1,11
20,14.992889485904016,0,0,200
21,1.8098486110102385,0,0,200
22,0.05972177512012422,0,0,200
23,17.440897078711714,0,0,200
24,24.300064267765265,0,1,11
25,13.919481406512205,0,0,200
26,19.0824713560869,0,0,200
27,6.927724399836734,0,0,200
28,25.711178918369114,0,0,200
29,33.98841804667609,1,0,200
30,-0.05924942315323278,0,0,200
31,35.8652641416993,0,0,200
32,20.999000549316406,0,1,1
33,25.684187330989516,0,0,200
34,17.04875405864732,0,0,200
35,14.858541959081776,0,0,200
36,20.360307973867748,0,0,200
37,20.9993839263916,0,1,1
38,22.048571467399597,0,1,2
39,-1.81631262240262,4,0,200
40,29.33364200592041,0,1,9
41,23.4517065230757,0,1,11
42,41.05135151883587,0,0,200
43,-0.15366919996449724,0,0,200
