episode,reward,collisions,completion,steps
1,-0.14567433996126056,0,0,200
2,-0.10137783691243385,0,0,200
3,0.034760273061692715,0,0,200
4,-0.09574540636094753,0,0,200
5,0.6932731739289011,0,0,200
6,2.9290261667920277,0,0,200
7,4.059543638191826,4,0,200
8,0.7307117510354146,0,0,200
9,0.30541561589052435,0,0,200
10,0.8409842711407691,0,0,200
11,4.681842457619496,6,0,200
12,-0.02739819197449833,0,0,200
13,5.996877985948231,0,0,200
14,-0.17747827549465,0,0,200
15,0.8902230814564973,0,0,200
16,1.0080617005514796,0,0,200
17,0.0645672490936704,0,0,200
18,1.2002198408008553,0,0,200
19,3.6370295890810667,0,0,200
20,6.078193124714744,0,0,200
21,14.088686473376583,0,0,200
22,5.495731532908394,0,0,200
23,1.3193666347069666,0,0,200
24,0.8990473923549871,0,0,200
25,3.078344547582674,0,0,200
26,3.27285410935292,0,0,200
27,1.0859078783396399,0,0,200
28,1.2281100737054658,0,0,200
29,3.3791220276616514,0,0,200
30,1.812873634393327,0,0,200
31,3.0017876856727526,0,0,200
32,2.5778338791424176,0,0,200
33,12.952192445343826,0,0,200
34,5.299497745148983,0,0,200
35,5.819247794395778,0,0,200
36,0.847062138349429,0,0,200
37,2.8370319555397145,0,0,200
38,9.006673280484392,0,0,200
39,2.0322949118271936,0,0,200
40,9.203767529746983,0,0,200
41,2.8434489624851267,0,0,200
42,2.017982450885029,0,0,200
43,6.049918875032745,0,0,200
44,2.6010901324189035,0,0,200
45,6.527238241978921,3,0,200
46,-0.027794113513664342,4,0,200
47,5.916758531373716,0,0,200
48,0.7339323700143723,0,0,200
49,12.02395031816559,0,0,200
50,2.530188834105502,12,0,200
51,1.8861112772065098,0,0,200
52,0.4204318251577206,3,0,200
53,6.898352171632723,0,0,200
54,3.21788151851797,0,0,200
55,0.7668506426746262,2,0,200
56,1.0847523265401833,0,0,200
57,5.375321117971907,0,0,200
58,22.791574354218028,0,0,200
59,16.814615448965924,0,0,200
60,15.154635965358466,3,0,200
61,0.46030690134648466,2,0,200
62,6.759092803229578,0,0,200
63,6.553072301430802,0,0,200
64,7.870640555382124,0,0,200
65,0.6268702546949498,0,0,200
66,7.178795981970325,0,0,200
67,16.624427441100124,0,0,200
68,3.1139044016999833,2,0,200
69,3.68504293868682,2,0,200
70,8.477576370631141,0,0,200
71,3.089387782441918,0,0,200
72,2.4000458299851744,0,0,200
73,8.177855585268844,1,0,200
74,5.59272032964509,2,0,200
75,2.8403949731582543,3,0,200
76,29.12268379057059,1,1,65
77,7.675333682622295,1,0,200
78,3.5773773696782882,2,0,200
79,9.49986661830917,0,0,200
80,4.767736727590091,3,0,200
81,1.2376605731551535,1,0,200
82,7.271467540296726,0,0,200
83,0.42949372313159984,5,0,200
84,2.2543980303748867,0,0,200
85,4.78233514574822,0,0,200
86,7.97935899985896,0,0,200
87,1.939719203626737,1,0,200
88,9.336601328439428,2,0,200
89,21.889986235051765,4,1,73
90,1.1419127959525213,4,0,200
91,4.139759715930268,0,0,200
92,15.147073919943068,0,0,200
93,12.612724940343469,0,0,200
94,1.3430498772286228,0,0,200
95,11.83970578194203,0,0,200
96,0.624569213250652,4,0,200
97,0.9956414968910394,2,0,200
98,0.34111274837050587,2,0,200
99,11.610359466627415,2,0,200
100,0.5093771723841201,1,0,200
101,4.410982491899631,0,0,200
102,7.657969579478959,4,0,200
103,2.0443164568860084,7,0,200
104,2.6399333594963537,0,0,200
105,1.3640711850530352,0,0,200
106,3.5018616480410856,2,0,200
107,16.545455692783435,5,0,200
108,6.164546423693537,2,0,200
109,6.631761862856365,6,0,200
110,0.17575952588958899,8,0,200
111,1.1582053987986,7,0,200
112,6.292233413463691,2,0,200
113,1.0862472572407569,0,0,200
114,13.378013168447069,9,0,200
115,0.9798771005007438,22,0,200
116,7.450470791118278,2,0,200
117,0.7990570058645972,5,0,200
118,0.6789830949746829,3,0,200
119,41.42987897444982,0,1,93
120,33.853359221211576,13,0,200
121,9.628061491344852,8,0,200
122,-0.6280369545820577,5,0,200
123,0.24884273763746023,3,0,200
124,-0.4889874712753226,19,0,200
125,-0.4771444582438562,8,0,200
126,1.7906987459136872,0,0,200
127,37.36986939438793,8,0,200
128,-0.12493124853426707,41,0,200
129,26.00269643763022,5,0,200
130,-0.25218227186996955,10,0,200
131,16.354515740174975,0,0,200
132,0.49082462111255154,4,0,200
133,0.1827365601056954,10,0,200
134,1.4177983862464316,6,0,200
135,1.3786834553466178,2,0,200
136,1.5696436657854065,0,0,200
137,4.702116444008425,4,0,200
138,5.0286383711172675,5,0,200
139,-0.7492517679711455,2,0,200
140,0.7230210673769761,6,0,200
141,-0.3300907719058159,2,0,200
142,-0.581833718551934,11,0,200
143,18.88996884324297,3,0,200
144,1.9007724959265033,0,0,200
145,-0.05373495000458206,13,0,200
146,0.09230462762207026,3,0,200
147,1.8410629178251838,0,0,200
148,3.261165156691277,0,0,200
149,3.9093421603756724,3,0,200
150,3.674581128623686,19,0,200
151,18.965671036276035,1,0,200
152,1.1401197095838143,0,0,200
153,-0.29314056018483825,7,0,200
154,2.434353793199989,3,0,200
155,16.60488274087038,0,0,200
