episode,reward,collisions,completion,steps
1,30.04715571424458,0,0,300
2,24.172593809315003,0,0,300
3,1.7290712385438383,0,0,300
4,25.958416199544445,0,0,300
5,21.004289627075195,0,1,1
6,12.995474129660579,0,0,300
7,18.78181193245109,0,0,300
8,9.235816981527023,0,0,300
9,-0.23033264535479248,0,0,300
10,17.89732705638744,0,0,300
11,1.040088858047966,4,0,300
12,16.151568679139018,0,0,300
13,27.777668358176015,0,0,300
14,0.2318265454887296,0,0,300
15,17.722591779369395,0,0,300
16,0.04774791112868115,0,0,300
17,10.700000127893873,0,0,300
18,37.718432348970964,0,0,300
19,-0.17676014006065088,0,0,300
20,9.383877461892553,0,0,300
21,13.00605694949627,0,0,300
22,27.10232110833749,0,0,300
23,-0.3000000142492354,0,0,300
24,-0.24203759693773463,0,0,300
25,-2.227028776949737,3,0,300
26,-0.28637665743008256,0,0,300
27,25.842617099173367,0,0,300
28,0.7005809652036987,0,0,300
