episode,reward,collisions,completion,steps
1,30.147155718994327,0,0,200
2,12.8075989758363,0,0,200
3,-0.1751114553771913,1,0,200
4,15.945594763557892,0,0,200
5,21.01413917541504,0,1,1
6,11.873513772618026,0,0,200
7,21.808131302008405,0,0,200
8,16.370786249171942,0,0,200
9,2.8216743940720335,0,0,200
10,9.819123614230193,0,0,200
11,21.299178874469362,3,1,13
12,21.05692685721442,0,0,200
13,24.16332034789957,0,1,12
14,30.55605714943522,0,0,200
15,74.29794706868415,3,0,200
16,-0.20000000949949026,0,0,200
17,15.939193434081972,0,0,200
18,5.021117022886756,1,0,200
19,20.85534844896756,0,0,200
20,2.807331818039529,0,0,200
21,14.373347218963318,0,0,200
22,0.19583840609993786,0,0,200
23,8.005322622600943,0,0,200
24,21.41137503052596,0,1,28
25,-0.1753835296840407,0,0,200
26,21.053733061417006,0,0,200
27,9.317676196049433,0,0,200
28,29.046831648098305,0,0,200
29,0.01471532076539006,0,0,200
30,0.0710873372736387,0,0,200
31,35.04529233125504,0,0,200
32,16.820922692131717,0,0,200
33,-0.13932364329957636,0,0,200
34,1.8072472854983062,0,0,200
35,17.905212583602406,0,0,200
36,28.77757840079721,0,0,200
37,21.023239135742188,0,1,1
38,22.11796691454947,0,1,7
39,13.424836464197142,0,0,200
40,10.414503624662757,0,0,200
41,23.59439279139042,0,1,15
42,15.394695094437338,0,0,200
43,12.00678558558866,0,0,200
44,26.961180209298618,0,0,200
45,10.150631297263317,0,0,200
46,16.964909364403866,0,0,200
47,9.28036204700038,0,0,200
48,20.87741814232868,0,0,200
49,20.999000549316406,0,1,1
50,0.06698660331312567,0,0,200
51,22.002151489257812,0,1,1
52,5.817219224267319,0,0,200
53,-0.10617314965929836,0,0,200
54,36.870195696006704,0,0,200
55,16.949459214578383,0,0,200
56,15.071742676242138,0,0,200
57,34.22244183905423,0,1,15
58,6.822267005336471,0,0,200
59,20.999000549316406,0,1,1
60,23.247290571045596,4,0,200
61,9.056305981473997,0,0,200
