episode,reward,collisions,completion,steps
1,0.09783766930922866,0,0,200
2,-0.19270651665283367,0,0,200
3,-2.1585112299071625,3,0,200
4,0.14434488779806998,0,0,200
5,-0.17883185192476958,0,0,200
6,0.8000000034226105,0,0,200
7,2.619457437423989,6,0,200
8,-0.18855192424962297,0,0,200
9,-0.0934697313932702,0,0,200
10,2.2406038130611705,0,0,200
11,-1.185690633028571,12,0,200
12,1.4161437568727706,0,0,200
13,3.55843485891819,0,0,200
14,3.605536616407335,0,0,200
15,-1.1546120696730213,4,0,200
16,0.30029551566622104,0,0,200
17,0.20652733660972444,0,0,200
18,0.024678835296072066,0,0,200
19,2.3277781682554632,4,0,200
20,0.878858083684463,0,0,200
21,1.0183196124744427,0,0,200
22,7.389490138099063,0,0,200
23,17.169780241150875,0,0,200
24,5.8636208904208615,2,0,200
25,4.270721986988065,0,0,200
26,4.033593824482523,0,0,200
27,-0.20000000949949026,0,0,200
28,-0.14491202600765973,0,0,200
29,-0.20000000949949026,0,0,200
30,0.4598294932402496,0,0,200
31,0.010655473859515041,0,0,200
32,0.5906892997445539,2,0,200
33,0.7160741848565522,0,0,200
34,6.862800376191444,0,0,200
35,9.76767716723407,0,0,200
36,0.8367994770378573,0,0,200
37,8.794249466081965,0,0,200
38,-0.17190813209163025,0,0,200
39,2.5414697504602373,0,0,200
40,-0.18893270840635523,0,0,200
41,-0.20000000949949026,0,0,200
42,0.8000000034226105,0,0,200
43,-0.20000000949949026,0,0,200
44,2.957520127762109,0,0,200
45,4.243157140095718,0,0,200
46,2.1606070577399805,0,0,200
47,1.535043052965193,3,0,200
48,5.249885588578763,0,0,200
49,-0.15024026395985857,0,0,200
50,-1.8287441182183102,4,0,200
51,7.1591889330302365,1,0,200
52,-0.19769828661810607,0,0,200
53,2.4781855987239396,3,0,200
54,2.395113128121011,0,0,200
55,2.961851263185963,0,0,200
56,12.949115091425483,6,0,200
57,1.5160723654553294,0,0,200
58,0.10645519173704088,0,0,200
59,-0.18867916526505724,0,0,200
60,-0.13091218670888338,4,0,200
61,-0.8363403532566736,5,0,200
62,9.273457124771085,0,0,200
63,-1.982591008883901,3,0,200
64,-0.20000000949949026,0,0,200
65,-0.1978814116519061,4,0,200
66,24.77597411023453,0,0,200
67,4.246571332623716,3,0,200
68,8.610549747692858,0,0,200
69,0.3489230006161961,0,0,200
70,0.10251658293418586,0,0,200
71,8.163919796526898,0,0,200
72,-0.6818390619009733,2,0,200
73,-0.07767154994871817,0,0,200
74,16.584758365846938,0,0,200
75,-1.01310462673041,2,0,200
76,7.188399218546692,0,0,200
77,4.1373438781592995,0,0,200
78,5.055102493031882,0,0,200
79,1.4030862968647853,0,0,200
80,3.083167354692705,0,0,200
81,4.432190371968318,5,0,200
82,3.607366138137877,0,0,200
83,7.946413329395,0,0,200
84,4.477886620268691,6,0,200
85,1.3627743684337474,2,0,200
86,3.8252905225381255,0,0,200
87,1.966405162580486,5,0,200
88,1.0370969159994274,7,0,200
89,3.963771221344359,0,0,200
90,4.370121276799182,0,0,200
91,5.971473362693587,0,0,200
92,10.511083718487498,6,0,200
93,-0.28427564499361324,12,0,200
94,3.825310495274607,0,0,200
95,6.835162957882858,3,0,200
96,5.866858525201678,2,0,200
97,8.153530436044093,0,0,200
98,1.3362312643039331,2,0,200
99,3.7010553369073023,3,0,200
100,4.679111247416586,4,0,200
101,0.18216703377038357,6,0,200
102,3.5528769101947546,0,0,200
103,6.315394980309065,0,0,200
104,2.7691293533789576,0,0,200
105,2.1637758053839207,0,0,200
106,0.2617330283392221,4,0,200
107,13.166341213567648,0,0,200
108,3.762585430911713,5,0,200
109,11.986442681634799,0,0,200
110,2.2337060057761846,0,0,200
111,1.3051920509824413,7,0,200
112,2.0938123240484856,0,0,200
113,1.1570893383905059,3,0,200
114,4.811214699584525,1,0,200
115,1.4245265022982494,0,0,200
116,9.490378734015394,7,0,200
117,-0.6168982442541164,3,0,200
118,2.6284491823171265,21,0,200
119,15.42507949836363,0,0,200
120,2.8309512835985515,20,0,200
121,19.58473366225371,0,0,200
122,2.7187110915547237,0,0,200
123,2.8315255477682513,0,0,200
124,3.0553005252404546,7,0,200
125,3.2269068539026193,2,0,200
126,0.348490374428593,4,0,200
127,5.30714215703847,2,0,200
128,1.7532207798212767,3,0,200
129,9.689779481064761,10,0,200
130,1.7872222785808844,0,0,200
131,1.1434575756866252,3,0,200
132,2.425923412971315,0,0,200
133,6.654047788470052,0,0,200
134,5.78159221453825,0,0,200
135,6.361043818411417,2,0,200
136,5.83001756289741,0,0,200
137,32.244111551495735,0,0,200
138,6.057285895094537,0,0,200
139,5.379512163810432,0,0,200
140,12.337309446582367,0,0,200
141,7.548297231889592,0,0,200
142,5.545106721692719,0,0,200
143,24.136564160438866,2,0,200
144,0.040525497155613266,1,0,200
145,3.2437505509369657,2,0,200
146,7.874086087802425,0,0,200
147,7.159822787201847,5,0,200
148,4.023715544761217,0,0,200
149,5.749467017223651,15,0,200
150,1.251462708984036,2,0,200
151,0.6026583625716739,5,0,200
152,4.7607929852674715,7,0,200
153,29.49256068745308,2,0,200
