episode,reward,collisions,completion,steps
1,0.09783766930922866,0,0,200
2,-0.19270651665283367,0,0,200
3,1.8414888217812404,1,0,200
4,5.144344967266079,0,0,200
5,3.8211680953390896,0,0,200
6,3.8000000421889126,0,0,200
7,1.8428204985902994,2,0,200
8,-0.181409738084767,0,0,200
9,-0.09122585493605584,0,0,200
10,5.179127248644363,0,0,200
11,6.225537279970013,10,0,200
12,1.3110367793633486,0,0,200
13,7.983834163635038,0,0,200
14,5.4503124445764115,0,0,200
15,4.228458518253319,0,0,200
16,-0.11177184374537319,0,0,200
17,25.04063090903219,0,0,200
18,0.1424838747479953,0,0,200
19,-2.120301791888778,3,0,200
20,-2.1294583171838894,3,0,200
21,11.00064775388455,0,0,200
22,3.9732343867071904,0,0,200
23,9.753484969718556,0,0,200
24,3.218667379580438,0,0,200
25,7.341955781197612,0,0,200
26,0.1341552562371362,0,0,200
27,0.2991788160870783,0,0,200
28,1.4961790305678733,0,0,200
29,-0.20000000949949026,0,0,200
30,6.001754512195475,0,0,200
31,1.5275218334863894,0,0,200
32,2.693710463005118,1,0,200
33,11.74922988889739,0,0,200
34,40.87527631094417,0,0,200
35,16.081662986704032,0,0,200
36,0.977091980392288,0,0,200
37,12.87373047802248,0,0,200
38,-1.2430325004534097,3,0,200
39,12.607653957267758,0,0,200
40,-0.19423279800685123,0,0,200
41,-0.19689621671568602,0,0,200
42,2.0995521183140227,0,0,200
43,9.989384710381273,0,0,200
44,0.8342664749943651,0,0,200
45,1.296030857367441,0,0,200
46,-0.0653410178492777,0,0,200
47,0.002055190096143633,1,0,200
48,0.958584869367769,0,0,200
49,4.777773193418398,0,0,200
50,-1.3806445733644068,2,0,200
51,25.1568922996521,0,1,5
52,17.914958576424397,0,0,200
53,3.3903390032210154,0,0,200
54,11.107566322301864,0,0,200
55,2.8547216833394486,0,0,200
56,3.5958178085274994,0,0,200
57,3.642434813416912,0,0,200
58,13.499751713650767,0,0,200
59,28.315689530965756,0,0,200
60,6.822462610012735,0,0,200
61,-0.1826708715161658,1,0,200
62,16.95865844141008,0,0,200
